[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                           
{'loss': 0.0057, 'grad_norm': 0.38850173354148865, 'learning_rate': 0.0, 'num_tokens': 68067.0, 'completions/mean_length': 456.0859375, 'completions/min_length': 100.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3671875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.703125, 'completions/mean_terminated_length': 323.65789794921875, 'completions/min_terminated_length': 100.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.578125, 'rewards/compute_reward/std': 0.4957992732524872, 'reward': 0.578125, 'reward_std': 0.19568344950675964, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.0}
{'loss': -0.0127, 'grad_norm': 0.5207410454750061, 'learning_rate': 7.056435515653059e-06, 'num_tokens': 6215475.0, 'completions/mean_length': 472.0078125, 'completions/min_length': 115.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2578125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.75, 'completions/mean_terminated_length': 352.03125, 'completions/min_terminated_length': 115.0, 'completions/max_terminated_length': 484.0, 'rewards/compute_reward/mean': 0.640625, 'rewards/compute_reward/std': 0.481702595949173, 'reward': 0.640625, 'reward_std': 0.2398776262998581, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.43}
{'loss': -0.004, 'grad_norm': 0.892855703830719, 'learning_rate': 6.980398830195785e-06, 'num_tokens': 6284869.0, 'completions/mean_length': 460.953125, 'completions/min_length': 119.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.7734375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 348.6499938964844, 'completions/min_terminated_length': 119.0, 'completions/max_terminated_length': 489.0, 'rewards/compute_reward/mean': 0.5625, 'rewards/compute_reward/std': 0.49802759289741516, 'reward': 0.5625, 'reward_std': 0.20463500916957855, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.44}
{'loss': -0.017, 'grad_norm': 0.410208135843277, 'learning_rate': 6.903814979122249e-06, 'num_tokens': 6353863.0, 'completions/mean_length': 450.328125, 'completions/min_length': 79.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.65625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6953125, 'completions/mean_terminated_length': 309.5897521972656, 'completions/min_terminated_length': 79.0, 'completions/max_terminated_length': 500.0, 'rewards/compute_reward/mean': 0.8125, 'rewards/compute_reward/std': 0.39184603095054626, 'reward': 0.8125, 'reward_std': 0.14123955368995667, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.44}
{'loss': 0.0103, 'grad_norm': 0.5803205966949463, 'learning_rate': 6.8267051218319766e-06, 'num_tokens': 6420614.0, 'completions/mean_length': 438.7421875, 'completions/min_length': 120.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2421875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.640625, 'completions/mean_terminated_length': 308.1521911621094, 'completions/min_terminated_length': 120.0, 'completions/max_terminated_length': 488.0, 'rewards/compute_reward/mean': 0.6640625, 'rewards/compute_reward/std': 0.47417303919792175, 'reward': 0.6640625, 'reward_std': 0.1701665222644806, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.45}
{'loss': 0.0041, 'grad_norm': 0.8197852373123169, 'learning_rate': 6.749090563055075e-06, 'num_tokens': 6486087.0, 'completions/mean_length': 426.7578125, 'completions/min_length': 85.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.40625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 284.6875, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 508.0, 'rewards/compute_reward/mean': 0.5859375, 'rewards/compute_reward/std': 0.49449479579925537, 'reward': 0.5859375, 'reward_std': 0.2301519513130188, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.45}
{'loss': -0.0295, 'grad_norm': 0.5989775657653809, 'learning_rate': 6.6709927469659385e-06, 'num_tokens': 6556037.0, 'completions/mean_length': 458.046875, 'completions/min_length': 128.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2890625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 351.3953552246094, 'completions/min_terminated_length': 128.0, 'completions/max_terminated_length': 509.0, 'rewards/compute_reward/mean': 0.703125, 'rewards/compute_reward/std': 0.45867621898651123, 'reward': 0.703125, 'reward_std': 0.248829185962677, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.46}
{'loss': -0.0134, 'grad_norm': 0.6060286164283752, 'learning_rate': 6.592433251258423e-06, 'num_tokens': 6623601.0, 'completions/mean_length': 447.09375, 'completions/min_length': 103.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.328125, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6875, 'completions/mean_terminated_length': 304.3000183105469, 'completions/min_terminated_length': 103.0, 'completions/max_terminated_length': 506.0, 'rewards/compute_reward/mean': 0.59375, 'rewards/compute_reward/std': 0.4930621087551117, 'reward': 0.59375, 'reward_std': 0.20517179369926453, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.46}
{'loss': -0.0264, 'grad_norm': 0.31567201018333435, 'learning_rate': 6.513433781184131e-06, 'num_tokens': 6691268.0, 'completions/mean_length': 444.8984375, 'completions/min_length': 73.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.015625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 302.5121765136719, 'completions/min_terminated_length': 73.0, 'completions/max_terminated_length': 488.0, 'rewards/compute_reward/mean': 0.546875, 'rewards/compute_reward/std': 0.4997538626194, 'reward': 0.546875, 'reward_std': 0.1820138692855835, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.47}
{'loss': 0.0062, 'grad_norm': 0.41184690594673157, 'learning_rate': 6.434016163555452e-06, 'num_tokens': 6758455.0, 'completions/mean_length': 440.4609375, 'completions/min_length': 115.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3046875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6171875, 'completions/mean_terminated_length': 325.1224365234375, 'completions/min_terminated_length': 115.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.6328125, 'rewards/compute_reward/std': 0.4839322865009308, 'reward': 0.6328125, 'reward_std': 0.2120065838098526, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.47}
{'loss': -0.0061, 'grad_norm': 1.2358442544937134, 'learning_rate': 6.354202340715027e-06, 'num_tokens': 6824745.0, 'completions/mean_length': 433.578125, 'completions/min_length': 84.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.6953125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6015625, 'completions/mean_terminated_length': 315.1764831542969, 'completions/min_terminated_length': 84.0, 'completions/max_terminated_length': 508.0, 'rewards/compute_reward/mean': 0.484375, 'rewards/compute_reward/std': 0.5017194747924805, 'reward': 0.484375, 'reward_std': 0.2277929186820984, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.48}
{'loss': -0.0359, 'grad_norm': 0.6624329686164856, 'learning_rate': 6.274014364473274e-06, 'num_tokens': 6890892.0, 'completions/mean_length': 428.3359375, 'completions/min_length': 101.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.515625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.515625, 'completions/mean_terminated_length': 339.274169921875, 'completions/min_terminated_length': 101.0, 'completions/max_terminated_length': 506.0, 'rewards/compute_reward/mean': 0.4921875, 'rewards/compute_reward/std': 0.5019033551216125, 'reward': 0.4921875, 'reward_std': 0.2012200653553009, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.48}
{'loss': 0.0117, 'grad_norm': 0.3471221327781677, 'learning_rate': 6.19347439001569e-06, 'num_tokens': 6959678.0, 'completions/mean_length': 449.328125, 'completions/min_length': 93.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.0625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.671875, 'completions/mean_terminated_length': 321.0, 'completions/min_terminated_length': 93.0, 'completions/max_terminated_length': 508.0, 'rewards/compute_reward/mean': 0.609375, 'rewards/compute_reward/std': 0.4898075461387634, 'reward': 0.609375, 'reward_std': 0.29644322395324707, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.49}
{'loss': 0.0477, 'grad_norm': 0.6372391581535339, 'learning_rate': 6.112604669781572e-06, 'num_tokens': 7022570.0, 'completions/mean_length': 410.71875, 'completions/min_length': 64.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4296875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.5859375, 'completions/mean_terminated_length': 267.396240234375, 'completions/min_terminated_length': 64.0, 'completions/max_terminated_length': 495.0, 'rewards/compute_reward/mean': 0.4609375, 'rewards/compute_reward/std': 0.5004304051399231, 'reward': 0.4609375, 'reward_std': 0.321655809879303, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.49}
{'loss': -0.029, 'grad_norm': 0.5955079793930054, 'learning_rate': 6.031427547315889e-06, 'num_tokens': 7091529.0, 'completions/mean_length': 452.6171875, 'completions/min_length': 58.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.34375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6328125, 'completions/mean_terminated_length': 350.2765808105469, 'completions/min_terminated_length': 58.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.53125, 'rewards/compute_reward/std': 0.5009832978248596, 'reward': 0.53125, 'reward_std': 0.18543371558189392, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.5}
{'loss': 0.0305, 'grad_norm': 0.41483867168426514, 'learning_rate': 5.949965451095952e-06, 'num_tokens': 7160279.0, 'completions/mean_length': 446.171875, 'completions/min_length': 74.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3046875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 336.4583435058594, 'completions/min_terminated_length': 74.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.6640625, 'rewards/compute_reward/std': 0.47417303919792175, 'reward': 0.6640625, 'reward_std': 0.18884867429733276, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.5}
{'loss': -0.0068, 'grad_norm': 0.288432776927948, 'learning_rate': 5.8682408883346535e-06, 'num_tokens': 7230075.0, 'completions/mean_length': 466.40625, 'completions/min_length': 153.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.296875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.734375, 'completions/mean_terminated_length': 340.3529357910156, 'completions/min_terminated_length': 153.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.6640625, 'rewards/compute_reward/std': 0.47417303919792175, 'reward': 0.6640625, 'reward_std': 0.15991678833961487, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.5}
{'loss': 0.0263, 'grad_norm': 0.4587988555431366, 'learning_rate': 5.786276438761928e-06, 'num_tokens': 7295711.0, 'completions/mean_length': 430.09375, 'completions/min_length': 87.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.7421875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.640625, 'completions/mean_terminated_length': 284.08697509765625, 'completions/min_terminated_length': 87.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.25460803508758545, 'frac_reward_zero_std': 0.4375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.51}
{'loss': -0.01, 'grad_norm': 0.5531083941459656, 'learning_rate': 5.7040947483861845e-06, 'num_tokens': 7364721.0, 'completions/mean_length': 448.265625, 'completions/min_length': 113.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 2.96875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6640625, 'completions/mean_terminated_length': 322.2790832519531, 'completions/min_terminated_length': 113.0, 'completions/max_terminated_length': 505.0, 'rewards/compute_reward/mean': 0.4609375, 'rewards/compute_reward/std': 0.5004304051399231, 'reward': 0.4609375, 'reward_std': 0.2698703408241272, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.51}
{'loss': 0.0033, 'grad_norm': 0.3964669406414032, 'learning_rate': 5.621718523237427e-06, 'num_tokens': 7432417.0, 'completions/mean_length': 441.8125, 'completions/min_length': 67.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.84375, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6328125, 'completions/mean_terminated_length': 320.8510437011719, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 489.0, 'rewards/compute_reward/mean': 0.5234375, 'rewards/compute_reward/std': 0.5014128684997559, 'reward': 0.5234375, 'reward_std': 0.13098490238189697, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.52}
{'loss': -0.0103, 'grad_norm': 0.5284121036529541, 'learning_rate': 5.539170523093794e-06, 'num_tokens': 7500133.0, 'completions/mean_length': 434.46875, 'completions/min_length': 113.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.71875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.5546875, 'completions/mean_terminated_length': 337.8947448730469, 'completions/min_terminated_length': 113.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.296875, 'rewards/compute_reward/std': 0.45867621898651123, 'reward': 0.296875, 'reward_std': 0.2222612202167511, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.52}
{'loss': 0.013, 'grad_norm': 0.7162994742393494, 'learning_rate': 5.456473555193242e-06, 'num_tokens': 7565625.0, 'completions/mean_length': 431.78125, 'completions/min_length': 103.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.140625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.6484375, 'completions/mean_terminated_length': 283.8222351074219, 'completions/min_terminated_length': 103.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.7109375, 'rewards/compute_reward/std': 0.45510825514793396, 'reward': 0.7109375, 'reward_std': 0.2909066081047058, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.53}
{'loss': -0.0213, 'grad_norm': 0.6249223947525024, 'learning_rate': 5.373650467932122e-06, 'num_tokens': 7630331.0, 'completions/mean_length': 424.328125, 'completions/min_length': 77.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.71875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.5703125, 'completions/mean_terminated_length': 307.963623046875, 'completions/min_terminated_length': 77.0, 'completions/max_terminated_length': 511.0, 'rewards/compute_reward/mean': 0.671875, 'rewards/compute_reward/std': 0.4713755249977112, 'reward': 0.671875, 'reward_std': 0.21542152762413025, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.53}
{'loss': -0.0255, 'grad_norm': 0.787018895149231, 'learning_rate': 5.290724144552379e-06, 'num_tokens': 7698026.0, 'completions/mean_length': 442.9921875, 'completions/min_length': 85.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.765625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.609375, 'completions/mean_terminated_length': 335.3399963378906, 'completions/min_terminated_length': 85.0, 'completions/max_terminated_length': 507.0, 'rewards/compute_reward/mean': 0.3671875, 'rewards/compute_reward/std': 0.4839322865009308, 'reward': 0.3671875, 'reward_std': 0.13941732048988342, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.54}
{'loss': -0.0306, 'grad_norm': 0.3525766432285309, 'learning_rate': 5.207717496819134e-06, 'num_tokens': 7765723.0, 'completions/mean_length': 452.1953125, 'completions/min_length': 98.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.4140625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6796875, 'completions/mean_terminated_length': 325.29266357421875, 'completions/min_terminated_length': 98.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.65625, 'rewards/compute_reward/std': 0.47682511806488037, 'reward': 0.65625, 'reward_std': 0.22331714630126953, 'frac_reward_zero_std': 0.5, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.54}
{'loss': -0.0058, 'grad_norm': 1.3219037055969238, 'learning_rate': 5.1246534586903655e-06, 'num_tokens': 7832970.0, 'completions/mean_length': 444.2421875, 'completions/min_length': 91.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.8515625, 'augmentations/min_length': 1.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.625, 'completions/mean_terminated_length': 331.3125, 'completions/min_terminated_length': 91.0, 'completions/max_terminated_length': 512.0, 'rewards/compute_reward/mean': 0.640625, 'rewards/compute_reward/std': 0.481702595949173, 'reward': 0.640625, 'reward_std': 0.30168038606643677, 'frac_reward_zero_std': 0.375, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.55}
{'loss': 0.0125, 'grad_norm': 0.5579199194908142, 'learning_rate': 5.041554979980487e-06, 'num_tokens': 7900858.0, 'completions/mean_length': 445.625, 'completions/min_length': 107.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.2734375, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.6953125, 'completions/mean_terminated_length': 294.1538391113281, 'completions/min_terminated_length': 107.0, 'completions/max_terminated_length': 504.0, 'rewards/compute_reward/mean': 0.4921875, 'rewards/compute_reward/std': 0.5019033551216125, 'reward': 0.4921875, 'reward_std': 0.14230038225650787, 'frac_reward_zero_std': 0.6875, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.55}
{'loss': 0.047, 'grad_norm': 1.1173280477523804, 'learning_rate': 4.958445020019516e-06, 'num_tokens': 7967482.0, 'completions/mean_length': 427.8125, 'completions/min_length': 128.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.9765625, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.484375, 'completions/mean_terminated_length': 348.727294921875, 'completions/min_terminated_length': 128.0, 'completions/max_terminated_length': 495.0, 'rewards/compute_reward/mean': 0.5, 'rewards/compute_reward/std': 0.5019646286964417, 'reward': 0.5, 'reward_std': 0.20593318343162537, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.56}
{'loss': -0.0302, 'grad_norm': 0.552446722984314, 'learning_rate': 4.875346541309637e-06, 'num_tokens': 8035201.0, 'completions/mean_length': 441.6171875, 'completions/min_length': 115.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.453125, 'augmentations/min_length': 0.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.59375, 'completions/mean_terminated_length': 338.75, 'completions/min_terminated_length': 115.0, 'completions/max_terminated_length': 483.0, 'rewards/compute_reward/mean': 0.6171875, 'rewards/compute_reward/std': 0.4879830479621887, 'reward': 0.6171875, 'reward_std': 0.154142826795578, 'frac_reward_zero_std': 0.625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.56}
{'loss': -0.0388, 'grad_norm': 0.5797817707061768, 'learning_rate': 4.792282503180867e-06, 'num_tokens': 8101020.0, 'completions/mean_length': 418.6484375, 'completions/min_length': 88.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.7109375, 'augmentations/min_length': 1.0, 'augmentations/max_length': 6.0, 'completions/clipped_ratio': 0.5390625, 'completions/mean_terminated_length': 309.4745788574219, 'completions/min_terminated_length': 88.0, 'completions/max_terminated_length': 500.0, 'rewards/compute_reward/mean': 0.3671875, 'rewards/compute_reward/std': 0.4839322865009308, 'reward': 0.3671875, 'reward_std': 0.17859892547130585, 'frac_reward_zero_std': 0.5625, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.57}
{'loss': -0.067, 'grad_norm': 0.5876761078834534, 'learning_rate': 4.7092758554476215e-06, 'num_tokens': 8163906.0, 'completions/mean_length': 410.359375, 'completions/min_length': 63.0, 'completions/max_length': 512.0, 'augmentations/mean_length': 3.3046875, 'augmentations/min_length': 0.0, 'augmentations/max_length': 5.0, 'completions/clipped_ratio': 0.578125, 'completions/mean_terminated_length': 271.0740661621094, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 510.0, 'rewards/compute_reward/mean': 0.4296875, 'rewards/compute_reward/std': 0.4969765841960907, 'reward': 0.4296875, 'reward_std': 0.3056321144104004, 'frac_reward_zero_std': 0.3125, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.57}
